date,open,high,low,close,volume
2024-04-22,45.415,45.415,45.415,45.415,0
2024-04-23,45.2883984375,45.2883984375,45.2883984375,45.2883984375,0
2024-04-24,45.128701171875,45.128701171875,45.128701171875,45.128701171875,0
2024-04-25,45.0983984375,45.0983984375,45.0983984375,45.0983984375,0
2024-04-26,45.57330078125,45.57330078125,45.57330078125,45.57330078125,0
2024-04-29,45.387099609375,45.387099609375,45.387099609375,45.387099609375,0
2024-04-30,44.8706005859375,44.8706005859375,44.8706005859375,44.8706005859375,0
2024-05-01,44.78,44.78,44.78,44.78,0
2024-05-02,44.5172998046875,44.5172998046875,44.5172998046875,44.5172998046875,0
2024-05-03,44.6260986328125,44.6260986328125,44.6260986328125,44.6260986328125,0
2024-05-07,45.114599609375,45.114599609375,45.114599609375,45.114599609375,0
2024-05-08,44.9093017578125,44.9093017578125,44.9093017578125,44.9093017578125,0
2024-05-09,45.232998046875,45.232998046875,45.232998046875,45.232998046875,0
2024-05-10,46.142099609375,46.142099609375,46.142099609375,46.142099609375,0
2024-05-13,45.5843994140625,45.5843994140625,45.5843994140625,45.5843994140625,0
2024-05-14,45.79919921875,45.79919921875,45.79919921875,45.79919921875,0
2024-05-15,45.8506005859375,45.8506005859375,45.8506005859375,45.8506005859375,0
2024-05-16,46.23740234375,46.23740234375,46.23740234375,46.23740234375,0
2024-05-17,46.72740234375,46.72740234375,46.72740234375,46.72740234375,0
2024-05-20,47.071201171875,47.071201171875,47.071201171875,47.071201171875,0
2024-05-21,47.2072021484375,47.2072021484375,47.2072021484375,47.2072021484375,0
2024-05-22,46.8297021484375,46.8297021484375,46.8297021484375,46.8297021484375,0
2024-05-23,45.8464013671875,45.8464013671875,45.8464013671875,45.8464013671875,0
2024-05-24,45.5614013671875,45.5614013671875,45.5614013671875,45.5614013671875,0
2024-05-28,45.715400390625,45.715400390625,45.715400390625,45.715400390625,0
2024-05-29,45.57330078125,45.57330078125,45.57330078125,45.57330078125,0
2024-05-30,45.67419921875,45.67419921875,45.67419921875,45.67419921875,0
2024-05-31,45.66830078125,45.66830078125,45.66830078125,45.66830078125,0
2024-06-03,45.46259765625,45.46259765625,45.46259765625,45.46259765625,0
2024-06-04,45.23490234375,45.23490234375,45.23490234375,45.23490234375,0
2024-06-05,45.507998046875,45.507998046875,45.507998046875,45.507998046875,0
2024-06-06,45.9075,45.9075,45.9075,45.9075,0
2024-06-07,44.9389013671875,44.9389013671875,44.9389013671875,44.9389013671875,0
2024-06-10,44.8139990234375,44.8139990234375,44.8139990234375,44.8139990234375,0
2024-06-11,45.04919921875,45.04919921875,45.04919921875,45.04919921875,0
2024-06-12,45.2385986328125,45.2385986328125,45.2385986328125,45.2385986328125,0
2024-06-13,44.937998046875,44.937998046875,44.937998046875,44.937998046875,0
2024-06-14,45.32,45.32,45.32,45.32,0
2024-06-17,45.1143994140625,45.1143994140625,45.1143994140625,45.1143994140625,0
2024-06-18,45.20080078125,45.20080078125,45.20080078125,45.20080078125,0
2024-06-19,45.198701171875,45.198701171875,45.198701171875,45.198701171875,0
2024-06-20,45.730400390625,45.730400390625,45.730400390625,45.730400390625,0
2024-06-21,45.4083984375,45.4083984375,45.4083984375,45.4083984375,0
2024-06-24,45.285498046875,45.285498046875,45.285498046875,45.285498046875,0
2024-06-25,45.2133984375,45.2133984375,45.2133984375,45.2133984375,0
2024-06-26,44.7193017578125,44.7193017578125,44.7193017578125,44.7193017578125,0
2024-06-27,45.18490234375,45.18490234375,45.18490234375,45.18490234375,0
2024-06-28,45.32669921875,45.32669921875,45.32669921875,45.32669921875,0
2024-07-01,45.291201171875,45.291201171875,45.291201171875,45.291201171875,0
2024-07-02,45.34259765625,45.34259765625,45.34259765625,45.34259765625,0
2024-07-03,45.9181005859375,45.9181005859375,45.9181005859375,45.9181005859375,0
2024-07-04,45.865400390625,45.865400390625,45.865400390625,45.865400390625,0
2024-07-05,46.2618994140625,46.2618994140625,46.2618994140625,46.2618994140625,0
2024-07-08,46.2147998046875,46.2147998046875,46.2147998046875,46.2147998046875,0
2024-07-09,46.044501953125,46.044501953125,46.044501953125,46.044501953125,0
2024-07-10,46.36419921875,46.36419921875,46.36419921875,46.36419921875,0
2024-07-11,46.8472998046875,46.8472998046875,46.8472998046875,46.8472998046875,0
2024-07-12,46.8014990234375,46.8014990234375,46.8014990234375,46.8014990234375,0
2024-07-15,47.0810009765625,47.0810009765625,47.0810009765625,47.0810009765625,0
2024-07-16,47.5077001953125,47.5077001953125,47.5077001953125,47.5077001953125,0
2024-07-17,48.227900390625,48.227900390625,48.227900390625,48.227900390625,0
2024-07-18,47.907900390625,47.907900390625,47.907900390625,47.907900390625,0
2024-07-19,46.7352001953125,46.7352001953125,46.7352001953125,46.7352001953125,0
2024-07-22,46.5247998046875,46.5247998046875,46.5247998046875,46.5247998046875,0
2024-07-23,46.7268017578125,46.7268017578125,46.7268017578125,46.7268017578125,0
2024-07-24,47.0835009765625,47.0835009765625,47.0835009765625,47.0835009765625,0
2024-07-25,45.9702001953125,45.9702001953125,45.9702001953125,45.9702001953125,0
2024-07-26,46.39580078125,46.39580078125,46.39580078125,46.39580078125,0
2024-07-29,46.49259765625,46.49259765625,46.49259765625,46.49259765625,0
2024-07-30,46.4758984375,46.4758984375,46.4758984375,46.4758984375,0
2024-07-31,47.17669921875,47.17669921875,47.17669921875,47.17669921875,0
2024-08-01,47.72580078125,47.72580078125,47.72580078125,47.72580078125,0
2024-08-02,48.0231982421875,48.0231982421875,48.0231982421875,48.0231982421875,0
2024-08-05,46.545,46.545,46.545,46.545,0
2024-08-06,46.5972998046875,46.5972998046875,46.5972998046875,46.5972998046875,0
2024-08-07,46.672998046875,46.672998046875,46.672998046875,46.672998046875,0
2024-08-08,46.88669921875,46.88669921875,46.88669921875,46.88669921875,0
2024-08-09,47.1956982421875,47.1956982421875,47.1956982421875,47.1956982421875,0
2024-08-12,47.6522021484375,47.6522021484375,47.6522021484375,47.6522021484375,0
2024-08-13,48.054501953125,48.054501953125,48.054501953125,48.054501953125,0
2024-08-14,47.7656005859375,47.7656005859375,47.7656005859375,47.7656005859375,0
2024-08-15,47.57009765625,47.57009765625,47.57009765625,47.57009765625,0
2024-08-16,48.3310986328125,48.3310986328125,48.3310986328125,48.3310986328125,0
2024-08-19,48.5006982421875,48.5006982421875,48.5006982421875,48.5006982421875,0
2024-08-20,49.185,49.185,49.185,49.185,0
2024-08-21,48.5664990234375,48.5664990234375,48.5664990234375,48.5664990234375,0
2024-08-22,48.2756982421875,48.2756982421875,48.2756982421875,48.2756982421875,0
2024-08-23,48.823798828125,48.823798828125,48.823798828125,48.823798828125,0
2024-08-27,48.77169921875,48.77169921875,48.77169921875,48.77169921875,0
2024-08-28,48.7072998046875,48.7072998046875,48.7072998046875,48.7072998046875,0
2024-08-29,48.957001953125,48.957001953125,48.957001953125,48.957001953125,0
2024-08-30,48.864501953125,48.864501953125,48.864501953125,48.864501953125,0
2024-09-02,48.5772021484375,48.5772021484375,48.5772021484375,48.5772021484375,0
2024-09-03,48.2116015625,48.2116015625,48.2116015625,48.2116015625,0
2024-09-04,48.36990234375,48.36990234375,48.36990234375,48.36990234375,0
2024-09-05,48.7897021484375,48.7897021484375,48.7897021484375,48.7897021484375,0
2024-09-06,48.7233984375,48.7233984375,48.7233984375,48.7233984375,0
2024-09-09,48.5975,48.5975,48.5975,48.5975,0
2024-09-10,48.7256982421875,48.7256982421875,48.7256982421875,48.7256982421875,0
2024-09-11,48.753701171875,48.753701171875,48.753701171875,48.753701171875,0
2024-09-12,49.496201171875,49.496201171875,49.496201171875,49.496201171875,0
2024-09-13,50.0627001953125,50.0627001953125,50.0627001953125,50.0627001953125,0
2024-09-16,50.2352978515625,50.2352978515625,50.2352978515625,50.2352978515625,0
2024-09-17,50.0514013671875,50.0514013671875,50.0514013671875,50.0514013671875,0
2024-09-18,49.9647021484375,49.9647021484375,49.9647021484375,49.9647021484375,0
2024-09-19,50.0666015625,50.0666015625,50.0666015625,50.0666015625,0
2024-09-20,50.6593994140625,50.6593994140625,50.6593994140625,50.6593994140625,0
2024-09-23,51.12740234375,51.12740234375,51.12740234375,51.12740234375,0
2024-09-24,51.2439013671875,51.2439013671875,51.2439013671875,51.2439013671875,0
2024-09-25,51.7393994140625,51.7393994140625,51.7393994140625,51.7393994140625,0
2024-09-26,51.7839990234375,51.7839990234375,51.7839990234375,51.7839990234375,0
2024-09-27,51.7468994140625,51.7468994140625,51.7468994140625,51.7468994140625,0
2024-09-30,51.126201171875,51.126201171875,51.126201171875,51.126201171875,0
2024-10-01,51.857001953125,51.857001953125,51.857001953125,51.857001953125,0
2024-10-02,51.7285009765625,51.7285009765625,51.7285009765625,51.7285009765625,0
2024-10-03,51.4697998046875,51.4697998046875,51.4697998046875,51.4697998046875,0
2024-10-04,51.516298828125,51.516298828125,51.516298828125,51.516298828125,0
2024-10-07,51.3389013671875,51.3389013671875,51.3389013671875,51.3389013671875,0
2024-10-08,51.31830078125,51.31830078125,51.31830078125,51.31830078125,0
2024-10-09,50.750498046875,50.750498046875,50.750498046875,50.750498046875,0
2024-10-10,51.10509765625,51.10509765625,51.10509765625,51.10509765625,0
2024-10-11,51.49080078125,51.49080078125,51.49080078125,51.49080078125,0
2024-10-14,51.6089013671875,51.6089013671875,51.6089013671875,51.6089013671875,0
2024-10-15,51.495,51.495,51.495,51.495,0
2024-10-16,52.0041015625,52.0041015625,52.0041015625,52.0041015625,0
2024-10-17,52.26830078125,52.26830078125,52.26830078125,52.26830078125,0
2024-10-18,52.727900390625,52.727900390625,52.727900390625,52.727900390625,0
2024-10-21,53.192900390625,53.192900390625,53.192900390625,53.192900390625,0
2024-10-22,53.193701171875,53.193701171875,53.193701171875,53.193701171875,0
2024-10-23,53.19259765625,53.19259765625,53.19259765625,53.19259765625,0
2024-10-24,53.1058984375,53.1058984375,53.1058984375,53.1058984375,0
2024-10-25,53.095,53.095,53.095,53.095,0
2024-10-28,53.2956982421875,53.2956982421875,53.2956982421875,53.2956982421875,0
2024-10-29,53.8272021484375,53.8272021484375,53.8272021484375,53.8272021484375,0
2024-10-30,53.99509765625,53.99509765625,53.99509765625,53.99509765625,0
2024-10-31,53.1464990234375,53.1464990234375,53.1464990234375,53.1464990234375,0
2024-11-01,53.3435986328125,53.3435986328125,53.3435986328125,53.3435986328125,0
2024-11-04,53.31,53.31,53.31,53.31,0
2024-11-05,53.3089013671875,53.3089013671875,53.3089013671875,53.3089013671875,0
2024-11-06,51.707998046875,51.707998046875,51.707998046875,51.707998046875,0
2024-11-07,52.3260009765625,52.3260009765625,52.3260009765625,52.3260009765625,0
2024-11-08,52.3093017578125,52.3093017578125,52.3093017578125,52.3093017578125,0
2024-11-11,51.0181005859375,51.0181005859375,51.0181005859375,51.0181005859375,0
2024-11-12,50.67,50.67,50.67,50.67,0
2024-11-13,50.51240234375,50.51240234375,50.51240234375,50.51240234375,0
2024-11-14,49.9010009765625,49.9010009765625,49.9010009765625,49.9010009765625,0
2024-11-15,49.98830078125,49.98830078125,49.98830078125,49.98830078125,0
2024-11-18,50.6689990234375,50.6689990234375,50.6689990234375,50.6689990234375,0
2024-11-19,50.98669921875,50.98669921875,50.98669921875,50.98669921875,0
2024-11-20,51.323701171875,51.323701171875,51.323701171875,51.323701171875,0
2024-11-21,51.804599609375,51.804599609375,51.804599609375,51.804599609375,0
2024-11-22,52.3806982421875,52.3806982421875,52.3806982421875,52.3806982421875,0
2024-11-25,51.2227978515625,51.2227978515625,51.2227978515625,51.2227978515625,0
2024-11-26,50.9641015625,50.9641015625,50.9641015625,50.9641015625,0
2024-11-27,51.3283984375,51.3283984375,51.3283984375,51.3283984375,0
2024-11-28,51.34759765625,51.34759765625,51.34759765625,51.34759765625,0
